id,loan_status
200444,0.07076531
200445,0.06866444
200446,0.08189025
200447,0.13770738
200448,0.10931438
200449,0.050533976
200450,0.17950396
200451,0.21283883
200452,0.1520389
200453,0.050688762
200454,0.40203872
200455,0.17249283
200456,0.290825
200457,0.23873034
200458,0.14064884
200459,0.14067498
200460,0.113693714
200461,0.049102295
200462,0.14784646
200463,0.051265784
200464,0.26323497
200465,0.043727815
200466,0.20252047
200467,0.07809014
200468,0.029710857
200469,0.16868924
200470,0.2636289
200471,0.1271154
200472,0.1669058
200473,0.029928869
200474,0.20222339
200475,0.072404996
200476,0.22024563
200477,0.09755102
200478,0.1677081
200479,0.03350978
200480,0.073158234
200481,0.081605986
200482,0.15078323
200483,0.15463825
200484,0.122102335
200485,0.26335666
200486,0.12255431
200487,0.05916609
200488,0.060749143
200489,0.16868745
200490,0.044650856
200491,0.10542575
200492,0.066784084
200493,0.07966156
200494,0.34064803
200495,0.17395833
200496,0.44306344
200497,0.18285742
200498,0.16368778
200499,0.09595124
200500,0.07457456
200501,0.06459421
200502,0.05650126
200503,0.230693
200504,0.34250212
200505,0.11783704
200506,0.11846421
200507,0.3902497
200508,0.16558981
200509,0.10746702
200510,0.17184862
200511,0.20930034
200512,0.17624994
200513,0.06925844
200514,0.116665475
200515,0.04862722
200516,0.3167267
200517,0.15285677
200518,0.10776394
200519,0.115961336
200520,0.10362393
200521,0.18794094
200522,0.1399825
200523,0.1388582
200524,0.29176143
200525,0.23999883
200526,0.0790042
200527,0.22194107
200528,0.05461566
200529,0.21540941
200530,0.05348611
200531,0.2161027
200532,0.36178714
200533,0.1803734
200534,0.12858504
200535,0.21819
200536,0.19552046
200537,0.28510225
200538,0.055357948
200539,0.11159893
200540,0.06305158
200541,0.089415245
200542,0.13023095
200543,0.23433301
200544,0.10315482
200545,0.08868272
200546,0.13379633
200547,0.06440749
200548,0.19859648
200549,0.1665313
200550,0.27666578
200551,0.06062577
200552,0.07866013
200553,0.36752874
200554,0.30754042
200555,0.38783127
200556,0.177463
200557,0.11325563
200558,0.06049315
200559,0.2938745
200560,0.22610699
200561,0.3414227
200562,0.07906378
200563,0.038351007
200564,0.08049171
200565,0.13154468
200566,0.09861221
200567,0.10979257
200568,0.12685488
200569,0.32834193
200570,0.20514627
200571,0.098015375
200572,0.051003467
200573,0.1343504
200574,0.08821056
200575,0.10884633
200576,0.33847645
200577,0.03143275
200578,0.16466588
200579,0.18150486
200580,0.22657388
200581,0.34914017
200582,0.31211457
200583,0.20364912
200584,0.042584457
200585,0.13717856
200586,0.10124893
200587,0.16638628
200588,0.11339443
200589,0.09721737
200590,0.1672321
200591,0.09511269
200592,0.055308785
200593,0.11318649
200594,0.0841376
200595,0.04774784
200596,0.05633183
200597,0.1385628
200598,0.14194797
200599,0.040331163
200600,0.26856557
200601,0.105409004
200602,0.14449975
200603,0.16853598
200604,0.1605333
200605,0.17424992
200606,0.14311907
200607,0.2572625
200608,0.12553017
200609,0.065289974
200610,0.073829226
200611,0.15812096
200612,0.07604788
200613,0.12740293
200614,0.15557554
200615,0.14407377
200616,0.15100743
200617,0.33842897
200618,0.059178684
200619,0.056513432
200620,0.11221985
200621,0.11457473
200622,0.10206797
200623,0.040038772
200624,0.2080354
200625,0.055956405
200626,0.06801061
200627,0.2158014
200628,0.15369049
200629,0.368925
200630,0.25449306
200631,0.10336915
200632,0.30213594
200633,0.18401155
200634,0.06981525
200635,0.11339559
200636,0.12505731
200637,0.15510345
200638,0.1451396
200639,0.09241348
200640,0.20845497
200641,0.24987108
200642,0.14106269
200643,0.11176948
200644,0.310664
200645,0.04430045
200646,0.08601459
200647,0.18764941
200648,0.059971005
200649,0.055289477
200650,0.1229024
200651,0.18597817
200652,0.13790515
200653,0.15042402
200654,0.15250123
200655,0.2733693
200656,0.07268024
200657,0.17953934
200658,0.07158401
200659,0.029888382
200660,0.12152117
200661,0.032171406
200662,0.19569081
200663,0.09976264
200664,0.3245889
200665,0.09894918
200666,0.20824346
200667,0.09787744
200668,0.34602293
200669,0.09961964
200670,0.04489876
200671,0.040012084
200672,0.17450766
200673,0.06944227
200674,0.14638127
200675,0.12606247
200676,0.044640526
200677,0.030221604
200678,0.07500919
200679,0.15065348
200680,0.1364053
200681,0.1693215
200682,0.09948496
200683,0.04173578
200684,0.06895357
200685,0.12653296
200686,0.18142368
200687,0.23575452
200688,0.31129417
200689,0.19744316
200690,0.13535821
200691,0.14516595
200692,0.12430545
200693,0.12862027
200694,0.2328248
200695,0.2562604
200696,0.12827045
200697,0.13948338
200698,0.07448987
200699,0.16244528
200700,0.24596491
200701,0.13116461
200702,0.035068743
200703,0.19762933
200704,0.07133443
200705,0.28330904
200706,0.14765246
200707,0.032448273
200708,0.09636861
200709,0.1496781
200710,0.09271694
200711,0.056492906
200712,0.11762959
200713,0.107948065
200714,0.06255046
200715,0.18956359
200716,0.15580632
200717,0.07904848
200718,0.07256367
200719,0.18891309
200720,0.12840663
200721,0.056952782
200722,0.14701042
200723,0.08474772
200724,0.15368478
200725,0.1357504
200726,0.1029088
200727,0.200326
200728,0.30272245
200729,0.08961911
200730,0.0352403
200731,0.3597241
200732,0.081828386
200733,0.11147303
200734,0.03199515
200735,0.07641769
200736,0.05645728
200737,0.057769027
200738,0.06109754
200739,0.17252754
200740,0.124589585
200741,0.2659235
200742,0.06249825
200743,0.14979316
200744,0.10808255
200745,0.2145432
200746,0.13573277
200747,0.041713275
200748,0.08103551
200749,0.051063996
200750,0.11809914
200751,0.21154541
200752,0.13025881
200753,0.35024747
200754,0.08192362
200755,0.090146564
200756,0.19626133
200757,0.090651415
200758,0.37095988
200759,0.14859636
200760,0.0937458
200761,0.27850765
200762,0.10603574
200763,0.14500509
200764,0.088091284
200765,0.23592581
200766,0.12756054
200767,0.0632575
200768,0.12780324
200769,0.074762866
200770,0.09066563
200771,0.2118882
200772,0.063800685
200773,0.11133867
200774,0.11641815
200775,0.1636441
200776,0.17664583
200777,0.094257824
200778,0.11071439
200779,0.18408206
200780,0.11792651
200781,0.17098664
200782,0.2719659
200783,0.18862037
200784,0.13773362
200785,0.34664184
200786,0.17268723
200787,0.055681914
200788,0.09844448
200789,0.14634654
200790,0.0965851
200791,0.16223729
200792,0.2395315
200793,0.18719184
200794,0.18572633
200795,0.15359913
200796,0.22265497
200797,0.067573965
200798,0.088216506
200799,0.1731826
200800,0.14293727
200801,0.03481062
200802,0.1662083
200803,0.33370468
200804,0.29515556
200805,0.10550741
200806,0.099946745
200807,0.09192899
200808,0.1435796
200809,0.264599
200810,0.12472487
200811,0.0483551
200812,0.46905565
200813,0.1642391
200814,0.13118538
200815,0.029133245
200816,0.27824408
200817,0.071555175
200818,0.08495085
200819,0.11343572
200820,0.11862592
200821,0.05312228
200822,0.034890592
200823,0.08023448
200824,0.06467924
200825,0.11977191
200826,0.15057164
200827,0.088553816
200828,0.19451463
200829,0.1456972
200830,0.17199929
200831,0.3193085
200832,0.049713008
200833,0.20513678
200834,0.17354418
200835,0.0328073
200836,0.32316935
200837,0.053521305
200838,0.16017956
200839,0.15560299
200840,0.13088225
200841,0.27665365
200842,0.11716251
200843,0.13140894
200844,0.12336586
200845,0.12137684
200846,0.37895355
200847,0.10756908
200848,0.26064235
200849,0.049457427
200850,0.06839164
200851,0.24151573
200852,0.17334424
200853,0.069516234
200854,0.12646276
200855,0.04372933
200856,0.23812352
200857,0.101611756
200858,0.13749547
200859,0.066861145
200860,0.07543713
200861,0.27794465
200862,0.15241511
200863,0.11133324
200864,0.2175934
200865,0.21649975
200866,0.07165729
200867,0.12622574
200868,0.06152064
200869,0.106723815
200870,0.14216134
200871,0.28022394
200872,0.030485023
200873,0.3474134
200874,0.14830709
200875,0.09172992
200876,0.11340688
200877,0.14337234
200878,0.1293638
200879,0.21303594
200880,0.048027232
200881,0.29136124
200882,0.11433219
200883,0.2775557
200884,0.05932706
200885,0.119070716
200886,0.088435814
200887,0.04452313
200888,0.04814797
200889,0.17473266
200890,0.060031034
200891,0.1839454
200892,0.14314443
200893,0.19972147
200894,0.1005521
200895,0.13747814
200896,0.3188678
200897,0.17763093
200898,0.039083395
200899,0.13416687
200900,0.2112023
200901,0.12558848
200902,0.13411525
200903,0.11858894
200904,0.16852829
200905,0.039194595
200906,0.20212646
200907,0.15433215
200908,0.06981319
200909,0.0813898
200910,0.1668302
200911,0.061756052
200912,0.10835561
200913,0.24688788
200914,0.15358606
200915,0.1473198
200916,0.109716
200917,0.24031395
200918,0.25526375
200919,0.027101088
200920,0.16287832
200921,0.03340722
200922,0.19046876
200923,0.11932046
200924,0.08378285
200925,0.13886936
200926,0.10548824
200927,0.23969051
200928,0.08815596
200929,0.12250532
200930,0.09929611
200931,0.12001276
200932,0.054034974
200933,0.14473237
200934,0.13054675
200935,0.07182704
200936,0.21621238
200937,0.07481232
200938,0.15859248
200939,0.14454484
200940,0.21725139
200941,0.15102166
200942,0.060810283
200943,0.0976316
200944,0.10101245
200945,0.058948915
200946,0.110601105
200947,0.037379894
200948,0.13487631
200949,0.072030745
200950,0.118971795
200951,0.14003764
200952,0.26656908
200953,0.045919653
200954,0.060986966
200955,0.19590631
200956,0.04390742
200957,0.1525098
200958,0.06804229
200959,0.18905294
200960,0.12589945
200961,0.092132084
200962,0.09903841
200963,0.14514391
200964,0.06029462
200965,0.24629162
200966,0.45162785
200967,0.1787799
200968,0.07329935
200969,0.20219769
200970,0.15907256
200971,0.1802039
200972,0.08482866
200973,0.078150414
200974,0.12758186
200975,0.05854118
200976,0.047075696
200977,0.14174524
200978,0.17762536
200979,0.08723028
200980,0.19092338
200981,0.15301906
200982,0.14739661
200983,0.20822053
200984,0.15775925
200985,0.07744201
200986,0.16688718
200987,0.02995941
200988,0.23523484
200989,0.23964044
200990,0.09893759
200991,0.028238684
200992,0.1179126
200993,0.076014265
200994,0.27331638
200995,0.24759237
200996,0.28534976
200997,0.12504716
200998,0.09645446
200999,0.08861678
201000,0.27884156
201001,0.15454634
201002,0.07577347
201003,0.12713419
201004,0.0388692
201005,0.034071837
201006,0.10526615
201007,0.09971401
201008,0.14574455
201009,0.10554681
201010,0.14648071
201011,0.08375006
201012,0.037994906
201013,0.17898484
201014,0.21021473
201015,0.1498696
201016,0.09467282
201017,0.06829625
201018,0.03572046
201019,0.2251999
201020,0.16242388
201021,0.057555713
201022,0.045980994
201023,0.17326516
201024,0.049104765
201025,0.11353347
201026,0.05449293
201027,0.1774351
201028,0.116836414
201029,0.03823339
201030,0.13419776
201031,0.04464203
201032,0.16021347
201033,0.2463006
201034,0.078799725
201035,0.09721863
201036,0.1319184
201037,0.097187966
201038,0.03246889
201039,0.07367536
201040,0.16810763
201041,0.34044454
201042,0.081999235
201043,0.06596779
201044,0.066741556
201045,0.03209516
201046,0.06346721
201047,0.17072143
201048,0.06617053
201049,0.14031568
201050,0.18911684
201051,0.25802875
201052,0.108050026
201053,0.117360614
201054,0.07851921
201055,0.12756644
201056,0.17186752
201057,0.0781299
201058,0.064558335
201059,0.12894599
201060,0.28694013
201061,0.09239198
201062,0.33217955
201063,0.124129355
201064,0.15759853
201065,0.113983795
201066,0.063121095
201067,0.17964478
201068,0.043923404
201069,0.111013755
201070,0.09276336
201071,0.036645185
201072,0.15329555
201073,0.08505603
201074,0.032125983
201075,0.20143053
201076,0.0659374
201077,0.12691078
201078,0.37270004
201079,0.34712335
201080,0.045789864
201081,0.10731438
201082,0.11642206
201083,0.061940785
201084,0.30890614
201085,0.2068152
201086,0.13468531
201087,0.1136895
201088,0.08674697
201089,0.16683365
201090,0.09678771
201091,0.14966573
201092,0.1811459
201093,0.115888566
201094,0.2374616
201095,0.09360981
201096,0.085463695
201097,0.063489646
201098,0.11360439
201099,0.14793643
201100,0.35924354
201101,0.12655468
201102,0.29645577
201103,0.11685311
201104,0.0747547
201105,0.15145566
201106,0.07646974
201107,0.13046773
201108,0.14538524
201109,0.12462485
201110,0.17969374
201111,0.047777712
201112,0.06314054
201113,0.31984898
201114,0.056848176
201115,0.23372361
201116,0.15552752
201117,0.11611759
201118,0.11773999
201119,0.11002731
201120,0.3251765
201121,0.12609027
201122,0.1546091
201123,0.09522478
201124,0.33457604
201125,0.08485547
201126,0.12688313
201127,0.2293288
201128,0.19527246
201129,0.26967713
201130,0.07663766
201131,0.3890038
201132,0.2475755
201133,0.04186005
201134,0.11944866
201135,0.106760696
201136,0.16045716
201137,0.14579307
201138,0.136974
201139,0.22240107
201140,0.28060505
201141,0.3615044
201142,0.1763255
201143,0.3044763
201144,0.18261048
201145,0.21613564
201146,0.1239192
201147,0.033855785
201148,0.15745117
201149,0.20283845
201150,0.20727569
201151,0.06523079
201152,0.09552075
201153,0.04463947
201154,0.06497735
201155,0.09610462
201156,0.044267714
201157,0.06850852
201158,0.0885563
201159,0.32849485
201160,0.4027749
201161,0.15450893
201162,0.07846632
201163,0.10128462
201164,0.20974135
201165,0.1630461
201166,0.11255653
201167,0.21245284
201168,0.14942855
201169,0.109085016
201170,0.15109262
201171,0.042798687
201172,0.19801882
201173,0.34889862
201174,0.089088246
201175,0.084860794
201176,0.09897541
201177,0.27875155
201178,0.092565864
201179,0.15584312
201180,0.38583788
201181,0.22687015
201182,0.10195025
201183,0.06526201
201184,0.166024
201185,0.076321885
201186,0.035556152
201187,0.118812755
201188,0.13976863
201189,0.17560507
201190,0.2717722
201191,0.39548892
201192,0.12686571
201193,0.24509105
201194,0.12032632
201195,0.22640687
201196,0.22167702
201197,0.10306187
201198,0.123138525
201199,0.20763817
201200,0.12402986
201201,0.13375996
201202,0.11976302
201203,0.107971296
201204,0.123231344
201205,0.28347602
201206,0.032057133
201207,0.3274966
201208,0.046223383
201209,0.102627516
201210,0.2549569
201211,0.29028028
201212,0.07943415
201213,0.12265493
201214,0.037133887
201215,0.063294865
201216,0.049586505
201217,0.09918655
201218,0.19002149
201219,0.072372034
201220,0.07883463
201221,0.17157467
201222,0.20830901
201223,0.16835678
201224,0.08441282
201225,0.042356502
201226,0.15141286
201227,0.032588918
201228,0.3339675
201229,0.069641575
201230,0.10631656
201231,0.1699469
201232,0.20882401
201233,0.3229309
201234,0.13089067
201235,0.14414687
201236,0.13350283
201237,0.1488075
201238,0.0432401
201239,0.05507944
201240,0.101380326
201241,0.17495799
201242,0.13028689
201243,0.15371305
201244,0.14389925
201245,0.11714137
201246,0.3364692
201247,0.03177904
201248,0.11926305
201249,0.16469613
201250,0.08306137
201251,0.14649661
201252,0.25595134
201253,0.20842105
201254,0.39495665
201255,0.13229318
201256,0.24365242
201257,0.1443003
201258,0.28102347
201259,0.18185532
201260,0.068818435
201261,0.067563765
201262,0.19239618
201263,0.30579197
201264,0.116288275
201265,0.11958673
201266,0.05685967
201267,0.23870559
201268,0.15376228
201269,0.18061253
201270,0.16140617
201271,0.041232157
201272,0.1989088
201273,0.03757026
201274,0.17014167
201275,0.27488533
201276,0.18148527
201277,0.2898293
201278,0.22211741
201279,0.100592814
201280,0.12740219
201281,0.1701573
201282,0.32447878
201283,0.1532258
201284,0.12612015
201285,0.16901404
201286,0.13566223
201287,0.20491254
201288,0.25800085
201289,0.07873703
201290,0.33736214
201291,0.05989341
201292,0.12308429
201293,0.068508424
201294,0.11848973
201295,0.22172599
201296,0.08154672
201297,0.061947096
201298,0.25003988
201299,0.36499605
201300,0.15469438
201301,0.12481464
201302,0.10418168
201303,0.2855029
201304,0.29338896
201305,0.28773162
201306,0.14163497
201307,0.14274651
201308,0.21276264
201309,0.12691616
201310,0.2629584
201311,0.20528784
201312,0.04999522
201313,0.14022622
201314,0.27596724
201315,0.18187052
201316,0.21466035
201317,0.07493418
201318,0.17970222
201319,0.039226964
201320,0.1600513
201321,0.37137702
201322,0.22856401
201323,0.13421805
201324,0.2861998
201325,0.22976777
201326,0.1999984
201327,0.21957298
201328,0.222517
201329,0.20596956
201330,0.069460146
201331,0.12096995
201332,0.13862973
201333,0.06246561
201334,0.10224086
201335,0.029347528
201336,0.11304677
201337,0.063369185
201338,0.138161
201339,0.2134004
201340,0.1479929
201341,0.23501156
201342,0.118814826
201343,0.11498087
201344,0.07839863
201345,0.31191626
201346,0.07801555
201347,0.085802495
201348,0.15691543
201349,0.19572887
201350,0.30976495
201351,0.16359244
201352,0.11829085
201353,0.21382011
201354,0.06393452
201355,0.3966569
201356,0.0617383
201357,0.15462194
201358,0.081127904
201359,0.28227627
201360,0.23363103
201361,0.14402235
201362,0.25959224
201363,0.1493727
201364,0.36660513
201365,0.10937855
201366,0.17683825
201367,0.16552964
201368,0.12583382
201369,0.41025022
201370,0.17017698
201371,0.1219307
201372,0.060175948
201373,0.056750614
201374,0.22730146
201375,0.117886364
201376,0.16090399
201377,0.15233101
201378,0.072416656
201379,0.08752663
201380,0.16511823
201381,0.05897122
201382,0.22594593
201383,0.37780178
201384,0.16208221
201385,0.08250717
201386,0.078097954
201387,0.097499184
201388,0.08803501
201389,0.19388044
201390,0.21382998
201391,0.1554429
201392,0.20314938
201393,0.13924684
201394,0.0472756
201395,0.039060775
201396,0.29808542
201397,0.32806712
201398,0.1133768
201399,0.053566378
201400,0.17196381
201401,0.21543759
201402,0.06684401
201403,0.11078222
201404,0.09242255
201405,0.2139309
201406,0.07845107
201407,0.14954913
201408,0.056638397
201409,0.13190238
201410,0.13203603
201411,0.357572
201412,0.059664343
201413,0.1407734
201414,0.25356027
201415,0.29153395
201416,0.09527527
201417,0.26997066
201418,0.070877835
201419,0.14243445
201420,0.1291041
201421,0.21937409
201422,0.091207765
201423,0.1279693
201424,0.09990624
201425,0.046593804
201426,0.39034188
201427,0.15823591
201428,0.18296918
201429,0.24526389
201430,0.2734303
201431,0.09186419
201432,0.072812274
201433,0.105525814
201434,0.065879315
201435,0.22362663
201436,0.2372118
201437,0.1329893
201438,0.030884173
201439,0.25802097
201440,0.15332177
201441,0.17734192
201442,0.12155582
201443,0.094387606
201444,0.21156836
201445,0.111460306
201446,0.29732767
201447,0.07292021
201448,0.17873567
201449,0.1516451
201450,0.32334474
201451,0.3084539
201452,0.08186391
201453,0.23117708
201454,0.08849404
201455,0.084929354
201456,0.19435352
201457,0.20710436
201458,0.2521896
201459,0.15131609
201460,0.09814578
201461,0.060787488
201462,0.18146361
201463,0.058960505
201464,0.13419303
201465,0.1080105
201466,0.25085405
201467,0.14734301
201468,0.28364766
201469,0.12122357
201470,0.083602
201471,0.107021935
201472,0.16834669
201473,0.034892906
201474,0.191473
201475,0.07944704
201476,0.10218605
201477,0.14593065
201478,0.30759764
201479,0.07826018
201480,0.09973464
201481,0.14897172
201482,0.19592331
201483,0.03235944
201484,0.12711775
201485,0.26505864
201486,0.064612105
201487,0.035912503
201488,0.25965485
201489,0.07752973
201490,0.0531189
201491,0.1682492
201492,0.03287574
201493,0.10089722
201494,0.28717247
201495,0.17148973
201496,0.11378179
201497,0.11790741
201498,0.063282624
201499,0.16294263
201500,0.31184825
201501,0.053667516
201502,0.061757956
201503,0.110338524
201504,0.120642185
201505,0.04202538
201506,0.14416972
201507,0.181086
201508,0.052724786
201509,0.18902749
201510,0.0640926
201511,0.119732685
201512,0.17362481
201513,0.028918333
201514,0.060009804
201515,0.1560783
201516,0.2987304
201517,0.04093208
201518,0.18686609
201519,0.09975473
201520,0.16637112
201521,0.12666516
201522,0.3566346
201523,0.31171015
201524,0.14992267
201525,0.1457626
201526,0.094174065
201527,0.10975888
201528,0.15003128
201529,0.28874117
201530,0.16097978
201531,0.15637627
201532,0.34318566
201533,0.048366576
201534,0.114902526
201535,0.106006496
201536,0.19161591
201537,0.064849734
201538,0.11628775
201539,0.08378646
201540,0.098365515
201541,0.07346598
201542,0.087043725
201543,0.11973688
201544,0.17930757
201545,0.10328558
201546,0.029835291
201547,0.23470089
201548,0.18515185
201549,0.18651162
201550,0.1017128
201551,0.0556719
201552,0.07712537
201553,0.11605639
201554,0.35728052
201555,0.06663476
